f0_rmse,latency_ms,mcd,metadata_evaluation_window_seconds,metadata_output_path,metadata_reference_path,metadata_source_path,mos_pred,pesq,pitch_corr,sample_id,sample_idx,sample_rate,snr,speaker_similarity,stoi
1287.8499236101131,104791.05114936829,95.04597982722638,20.0,/home/kp/thordrive/autovoice/output/conor_to_william_vocals.wav,/home/kp/thordrive/autovoice/data/samples/7da05140-1303-40c6-95d9-5b6e2c3624df/sample_001/vocals.wav,/home/kp/thordrive/autovoice/data/training/pillowtalk/aligned/conor_to_william/source.wav,5.0,1.1399818658828735,0.4840891763414711,source,,44100,-34.08118473932702,0.9976822137832642,0.14796377444881925
