f0_rmse,latency_ms,mcd,metadata_evaluation_window_seconds,metadata_output_path,metadata_reference_path,metadata_source_path,mos_pred,pesq,pitch_corr,sample_id,sample_idx,sample_rate,snr,speaker_similarity,stoi
2381.009699161261,115915.90142250061,117.81403917280281,20.0,/home/kp/thordrive/autovoice/output/william_to_conor_vocals.wav,/home/kp/thordrive/autovoice/data/samples/9679a6ec-e6e2-43c4-b64e-1f004fed34f9/sample_001/vocals.wav,/home/kp/thordrive/autovoice/data/training/pillowtalk/aligned/william_to_conor/source.wav,5.0,1.128684163093567,-0.9836619141325608,source,,44100,-38.0626995963904,0.9959040284156799,0.046712720910035074
